#name,ra,dec,z_lens,z_source,zl_phot,zs_phot,Rein,lens_mag_i,source_mag_i,type,discovery,grade,Reference
085708+015318,134.283668,1.888557,-99.000,-99.000,0.88,-99.00,-99.,21.01,-99.00,GG,V,C,SuGOHI6
085717+011152,134.322269,1.197811,0.562,-99.000,-99.00,-99.00,-99.,19.33,22.17,GG,YV,C,"SuGOHI1 SuGOHI6"
085723-000624,134.348083,-0.106752,-99.000,-99.000,0.78,-99.00,-99.,20.80,-99.00,GG,V,C,SuGOHI6
085723-005727,134.348371,-0.957516,0.595,-99.000,-99.00,-99.00,-99.,19.25,21.82,GG,YCN,C,"SuGOHI1 SuGOHI10"
085750-003522,134.462387,-0.589445,-99.000,-99.000,0.60,-99.00,-99.,19.95,-99.00,GG,V,C,SuGOHI6
085751-003347,134.464766,-0.563319,0.612,-99.000,-99.00,-99.00,-99.,19.86,23.22,GG,Y,C,SuGOHI1
085758-001146,134.491774,-0.196328,-99.000,-99.000,0.63,-99.00,-99.,19.66,-99.00,GG,VYCN,C,"SuGOHI6 SuGOHI10"
085759+014121,134.497253,1.689422,0.627,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
085822-000345,134.593121,-0.062680,-99.000,-99.000,0.56,-99.00,-99.,19.24,-99.00,GG,V,C,SuGOHI6
085824+010210,134.600627,1.036212,-99.000,-99.000,0.94,-99.00,-99.,20.95,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
085829+013438,134.624760,1.577494,0.512,-99.000,-99.00,-99.00,-99.,19.40,23.37,GG,Y,C,SuGOHI1
085834+003255,134.644363,0.548876,0.513,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,ECN,C,"SuGOHI1 SuGOHI10"
085838+000803,134.659340,0.134230,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
085850-012728,134.709430,-1.458013,-99.000,-99.000,0.91,-99.00,-99.,21.22,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
085851+024608,134.714960,2.769010,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
085855+013735,134.729615,1.626548,-99.000,-99.000,0.65,-99.00,-99.,19.48,-99.00,GG,VY,C,SuGOHI6
085918-014316,134.826310,-1.721240,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
085922+033539,134.842850,3.594440,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
085937+022102,134.906402,2.350806,-99.000,-99.000,0.22,-99.00,-99.,17.66,-99.00,GG,V,C,SuGOHI6
085937-005602,134.906631,-0.933899,-99.000,-99.000,0.60,-99.00,-99.,19.22,-99.00,GG,V,C,SuGOHI6
085938-010213,134.908874,-1.037004,-99.000,-99.000,0.54,-99.00,-99.,18.65,-99.00,GG,VY,C,SuGOHI6
085958+001912,134.992555,0.320108,-99.000,-99.000,0.79,-99.00,-99.,20.40,-99.00,GG,VY,C,SuGOHI6
090005+021836,135.021825,2.310198,-99.000,-99.000,0.60,-99.00,-99.,19.58,-99.00,GG,V,C,SuGOHI6
090010+024554,135.043289,2.765002,0.498,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
090012-003816,135.053367,-0.637834,-99.000,-99.000,0.46,-99.00,-99.,18.95,-99.00,GG,V,C,SuGOHI6
090013+021026,135.058270,2.173977,-99.000,-99.000,0.79,-99.00,-99.,20.24,-99.00,GG,V,C,SuGOHI6
090036+030728,135.150004,3.124720,0.592,-99.000,-99.00,-99.00,-99.,19.35,22.06,GG,Y,C,SuGOHI1
090047+041659,135.196094,4.283155,-99.000,-99.000,0.72,-99.00,-99.,18.51,-99.00,GG,V,C,SuGOHI6
090047+041700,135.196320,4.283550,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090057+024427,135.239960,2.740850,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090106+023915,135.276736,2.654337,-99.000,-99.000,0.69,-99.00,-99.,20.47,-99.00,GG,V,C,SuGOHI6
090106-001406,135.278193,-0.235174,0.568,-99.000,-99.00,-99.00,-99.,19.29,24.17,GG,Y,C,SuGOHI1
090117+014200,135.321300,1.700170,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090119-010547,135.331500,-1.096430,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090126-020752,135.359285,-2.131149,-99.000,-99.000,0.32,-99.00,-99.,18.29,-99.00,GG,VY,C,SuGOHI6
090206+020011,135.527613,2.003280,-99.000,-99.000,0.93,-99.00,-99.,21.65,-99.00,GG,VY,C,SuGOHI6
090206+034645,135.525279,3.779168,0.682,-99.000,-99.00,-99.00,-99.,19.84,22.15,GG,Y,C,SuGOHI1
090211+011417,135.546387,1.238328,0.514,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
090213-004222,135.558123,-0.706131,0.408,-99.000,-99.00,-99.00,-99.,18.22,22.28,GG,YV,C,"SuGOHI1 SuGOHI6"
090218+013044,135.578290,1.512360,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090225+001526,135.606900,0.257460,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090234+015419,135.641730,1.905298,-99.000,-99.000,0.45,-99.00,-99.,19.06,-99.00,GG,V,C,SuGOHI6
090249+004900,135.705972,0.816685,-99.000,-99.000,0.51,-99.00,-99.,19.62,-99.00,GG,VY,C,SuGOHI6
090254+022219,135.726732,2.371958,0.595,-99.000,-99.00,-99.00,-99.,19.14,21.75,GG,YV,C,"SuGOHI1 SuGOHI6"
090254+041431,135.726077,4.242002,-99.000,-99.000,0.74,-99.00,-99.,20.80,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
090308+025522,135.785831,2.922854,-99.000,-99.000,0.76,-99.00,-99.,19.78,-99.00,GG,VY,C,SuGOHI6
090315+042307,135.812520,4.385310,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090328+024807,135.870361,2.802163,0.461,-99.000,-99.00,-99.00,-99.,19.15,22.65,GG,Y,C,SuGOHI1
090337+012513,135.907596,1.420495,-99.000,-99.000,0.93,-99.00,-99.,21.59,-99.00,GG,V,C,SuGOHI6
090341+000849,135.924000,0.146950,-99.000,-99.000,0.56,-99.00,-99.,-99.,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
090346-004852,135.941930,-0.814600,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090348-002515,135.953181,-0.420887,-99.000,-99.000,0.47,-99.00,-99.,18.89,-99.00,GG,V,C,SuGOHI6
090357-000502,135.988125,-0.084007,-99.000,-99.000,0.78,-99.00,-99.,20.79,-99.00,GG,VY,C,SuGOHI6
090400+020814,136.002565,2.137501,0.453,-99.000,-99.00,-99.00,-99.,19.18,21.95,GG,Y,C,SuGOHI1
090408+015709,136.033450,1.952730,-99.000,-99.000,0.56,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090419+021819,136.082346,2.305378,-99.000,-99.000,0.42,-99.00,-99.,18.75,-99.00,GG,V,C,SuGOHI6
090426+014355,136.110721,1.732027,0.636,-99.000,-99.00,-99.00,-99.,19.39,23.16,GG,YCN,C,"SuGOHI1 SuGOHI10"
090433+011250,136.139082,1.213994,-99.000,-99.000,0.33,-99.00,-99.,18.72,-99.00,GG,VY,C,SuGOHI6
090459+005205,136.249810,0.868220,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090508+040902,136.285136,4.150739,-99.000,-99.000,0.55,-99.00,-99.,19.55,-99.00,GG,VY,C,SuGOHI6
090509+024526,136.289370,2.757342,-99.000,-99.000,0.83,-99.00,-99.,20.79,-99.00,GG,VY,C,SuGOHI6
090515+015616,136.313614,1.937911,0.509,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
090515-010155,136.313956,-1.032007,-99.000,-99.000,0.57,-99.00,-99.,19.72,-99.00,GG,V,C,SuGOHI6
090520+013103,136.333988,1.517664,-99.000,-99.000,0.64,-99.00,-99.,19.30,-99.00,GG,V,C,SuGOHI6
090527+003524,136.363047,0.590118,-99.000,-99.000,0.38,-99.00,-99.,19.06,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
090536+005547,136.400860,0.929770,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090537-000208,136.406110,-0.035570,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090546+030520,136.443883,3.089093,0.533,-99.000,-99.00,-99.00,-99.,19.60,23.50,GG,Y,C,SuGOHI1
090547-010436,136.448761,-1.076812,-99.000,-99.000,0.75,-99.00,-99.,20.93,-99.00,GG,VYCN,C,"SuGOHI6 SuGOHI10"
090548+000312,136.451820,0.053487,-99.000,-99.000,0.57,-99.00,-99.,19.53,-99.00,GG,VYCN,C,"SuGOHI6 SuGOHI10"
090550+022342,136.461490,2.395160,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090551+005006,136.462590,0.835280,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090616+001305,136.568670,0.218270,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090618+002122,136.577610,0.356320,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090624+014919,136.601960,1.822070,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090640+010346,136.666691,1.063037,-99.000,-99.000,0.88,-99.00,-99.,21.37,-99.00,GG,VY,C,SuGOHI6
090657+014440,136.740735,1.744649,-99.000,-99.000,0.87,-99.00,-99.,20.63,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
090715+000027,136.812860,0.007600,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090724+010307,136.851790,1.051976,-99.000,-99.000,0.86,-99.00,-99.,19.86,-99.00,GG,V,C,SuGOHI6
090757+042303,136.991160,4.384275,0.664,-99.000,-99.00,-99.00,-99.,18.67,20.99,GG,Y,C,SuGOHI1
090800+030807,137.002900,3.135330,-99.000,-99.000,0.61,-99.00,-99.,20.23,-99.00,GG,VYCN,C,"SuGOHI6 SuGOHI10"
090809+002308,137.039880,0.385820,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090811+023343,137.049278,2.562072,-99.000,-99.000,0.51,-99.00,-99.,19.39,-99.00,GG,VY,C,SuGOHI6
090814+022551,137.060819,2.431107,0.545,-99.000,-99.00,-99.00,-99.,18.41,23.04,GG,Y,C,SuGOHI1
090823+020523,137.097600,2.089782,-99.000,-99.000,0.75,-99.00,-99.,21.02,-99.00,GG,V,C,SuGOHI6
090830+002342,137.127077,0.395018,-99.000,-99.000,0.59,-99.00,-99.,20.17,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
090830+045747,137.126743,4.963159,-99.000,-99.000,0.69,-99.00,-99.,20.26,-99.00,GG,V,C,SuGOHI6
090831-010750,137.131220,-1.130630,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090835+021036,137.149997,2.176715,-99.000,-99.000,0.45,-99.00,-99.,18.63,-99.00,GG,VYCN,C,"SuGOHI6 SuGOHI10"
090840-004117,137.169740,-0.688130,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090848-005600,137.204113,-0.933555,0.634,-99.000,-99.00,-99.00,-99.,19.58,22.43,GG,Y,C,SuGOHI1
090859+025718,137.246100,2.955180,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090902+015341,137.260200,1.894800,-99.000,-99.000,0.76,1.17,-99.,22.02,24.01,GG,V,C,SuGOHI5
090903-004120,137.266224,-0.688926,0.300,-99.000,-99.00,-99.00,-99.,17.53,21.85,GG,Y,C,SuGOHI1
090915+020024,137.315562,2.006812,-99.000,-99.000,0.77,-99.00,-99.,19.49,-99.00,GG,VY,C,SuGOHI6
090922+011209,137.345276,1.202597,0.507,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
090926+020155,137.359240,2.032130,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090942+005632,137.426640,0.942410,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090945+013301,137.439317,1.550393,-99.000,-99.000,0.74,-99.00,-99.,20.13,-99.00,GG,VY,C,SuGOHI6
090948+033743,137.451960,3.628806,0.517,-99.000,-99.00,-99.00,-99.,19.36,22.86,GG,Y,C,SuGOHI1
090948-002018,137.452840,-0.338520,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
090951+014525,137.463701,1.757101,-99.000,-99.000,0.75,-99.00,-99.,20.36,-99.00,GG,VY,C,SuGOHI6
090953+013834,137.472126,1.642824,-99.000,-99.000,0.94,-99.00,-99.,21.88,-99.00,GG,V,C,SuGOHI6
091021-005321,137.589279,-0.889331,0.449,-99.000,-99.00,-99.00,-99.,18.35,22.36,GG,YV,C,"SuGOHI1 SuGOHI6"
091022+024106,137.594570,2.685000,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091024+035822,137.603600,3.972700,-99.000,-99.000,0.38,-99.00,-99.,18.93,-99.00,GG,V,C,SuGOHI5
091030+004517,137.628171,0.754846,0.619,-99.000,-99.00,-99.00,-99.,19.49,22.03,GG,YC,C,SuGOHI1
091035-001046,137.649120,-0.179550,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091040+000829,137.667982,0.141519,-99.000,-99.000,0.91,-99.00,-99.,20.24,-99.00,GG,VY,C,SuGOHI6
091044+032128,137.684341,3.358022,0.512,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,C,C,SuGOHI1
091045+015841,137.688702,1.978252,-99.000,-99.000,0.43,-99.00,-99.,19.01,-99.00,GG,V,C,SuGOHI6
091049-011124,137.707770,-1.190150,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091057+005704,137.737690,0.951160,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091101+041002,137.754628,4.167279,0.492,-99.000,-99.00,-99.00,-99.,18.71,23.48,GG,YVCN,C,"SuGOHI1 SuGOHI6 SuGOHI10"
091105+004747,137.771970,0.796620,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091105+031921,137.774110,3.322740,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091106+003107,137.775709,0.518652,-99.000,-99.000,0.61,-99.00,-99.,19.76,-99.00,GG,VY,C,SuGOHI6
091106-022706,137.777310,-2.451780,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091109-004328,137.789635,-0.724675,-99.000,-99.000,0.89,-99.00,-99.,20.02,-99.00,GG,V,C,SuGOHI6
091117-002455,137.821299,-0.415377,-99.000,-99.000,0.53,-99.00,-99.,19.13,-99.00,GG,V,C,SuGOHI6
091124+000921,137.851307,0.156045,0.532,-99.000,-99.00,-99.00,-99.,18.84,21.81,GG,Y,C,SuGOHI1
091126-004508,137.858497,-0.752347,-99.000,-99.000,0.35,-99.00,-99.,18.94,-99.00,GG,V,C,"SuGOHI6 LinKS"
091138+031056,137.911138,3.182497,-99.000,-99.000,0.93,-99.00,-99.,20.89,-99.00,GG,V,C,SuGOHI6
091150+002157,137.958653,0.365993,-99.000,-99.000,0.94,-99.00,-99.,21.72,-99.00,GG,VY,C,SuGOHI6
091158+004605,137.995530,0.768100,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091223+001828,138.097200,0.307990,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091234-004338,138.142398,-0.727313,0.826,-99.000,-99.00,-99.00,-99.,20.84,22.41,GG,Y,C,SuGOHI1
091252+011657,138.217215,1.282569,-99.000,-99.000,0.95,-99.00,-99.,20.94,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
091328-001320,138.367550,-0.222360,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091337-010757,138.404710,-1.132620,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091338+024025,138.412359,2.673767,-99.000,-99.000,0.59,-99.00,-99.,19.27,-99.00,GG,VY,C,SuGOHI6
091343+043153,138.429528,4.531657,-99.000,-99.000,0.25,-99.00,-99.,17.83,-99.00,GG,VY,C,SuGOHI6
091347-010741,138.449500,-1.128240,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091404+035006,138.519560,3.835250,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091404-012051,138.520800,-1.347600,-99.000,-99.000,0.79,-99.00,-99.,20.66,-99.00,GG,V,C,SuGOHI5
091408+010011,138.533966,1.003152,0.505,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,ECN,C,"SuGOHI1 SuGOHI10"
091409+014405,138.538240,1.734841,-99.000,-99.000,0.36,-99.00,-99.,18.49,-99.00,GG,VCN,C,"SuGOHI6 LinKS SuGOHI10"
091412-014509,138.551819,-1.752643,-99.000,-99.000,0.52,-99.00,-99.,19.22,-99.00,GG,VY,C,SuGOHI6
091431+052817,138.632731,5.471598,0.456,-99.000,-99.00,-99.00,-99.,18.23,21.48,GG,YV,C,"SuGOHI1 SuGOHI6"
091439+025319,138.663741,2.888749,0.608,-99.000,-99.00,-99.00,-99.,19.13,21.52,GG,YV,C,"SuGOHI1 SuGOHI6"
091442+041126,138.679091,4.190629,0.559,-99.000,-99.00,-99.00,-99.,19.92,22.65,GG,Y,C,SuGOHI1
091443+005641,138.681789,0.944910,-99.000,-99.000,0.46,-99.00,-99.,18.71,-99.00,GG,VY,C,SuGOHI6
091451-011724,138.716370,-1.290220,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091452+003324,138.717196,0.556881,-99.000,-99.000,0.76,-99.00,-99.,19.27,-99.00,GG,V,C,SuGOHI6
091505-012851,138.771040,-1.481110,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091521+043154,138.837870,4.531760,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091606+030921,139.026870,3.155930,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091609-010542,139.038344,-1.095131,-99.000,-99.000,1.14,-99.00,-99.,22.18,-99.00,GG,V,C,SuGOHI6
091617-021829,139.073403,-2.308148,-99.000,-99.000,0.54,-99.00,-99.,18.93,-99.00,GG,VY,C,SuGOHI6
091621+044033,139.091498,4.675975,-99.000,-99.000,0.72,-99.00,-99.,20.34,-99.00,GG,V,C,SuGOHI6
091637-011310,139.155887,-1.219608,-99.000,-99.000,0.68,-99.00,-99.,20.47,-99.00,GG,V,C,SuGOHI6
091642+030259,139.178630,3.049890,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091647-020207,139.197960,-2.035320,-99.000,-99.000,0.76,-99.00,-99.,19.28,-99.00,GG,V,C,SuGOHI6
091709+035610,139.290760,3.936266,0.404,-99.000,-99.00,-99.00,-99.,18.35,22.54,GG,Y,C,SuGOHI1
091718+012953,139.325120,1.498190,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091720+044047,139.336450,4.679900,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091739+035514,139.416348,3.920639,-99.000,-99.000,0.78,-99.00,-99.,20.02,-99.00,GG,VY,C,SuGOHI6
091749-013326,139.456220,-1.557430,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091821+022318,139.591600,2.388430,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
091850+024758,139.710337,2.799520,-99.000,-99.000,0.45,-99.00,-99.,19.24,-99.00,GG,V,C,SuGOHI6
091940-005459,139.917927,-0.916536,0.832,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,C,C,SuGOHI1
091954+005045,139.977753,0.846067,0.433,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
091957+022347,139.991352,2.396597,0.614,-99.000,-99.00,-99.00,-99.,19.61,23.37,GG,Y,C,SuGOHI1
092000-011143,140.002930,-1.195282,-99.000,-99.000,0.45,-99.00,-99.,19.13,-99.00,GG,V,C,SuGOHI6
092005+033738,140.023020,3.627340,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092038+010007,140.161100,1.001900,-99.000,-99.000,0.78,0.99,-99.,19.91,22.34,GG,V,C,SuGOHI5
092114-000515,140.309710,-0.087530,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092121+032010,140.341420,3.336260,-99.000,-99.000,0.32,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092126-000803,140.361394,-0.134299,0.313,-99.000,-99.00,-99.00,-99.,18.21,22.48,GG,Y,C,SuGOHI1
092132+040607,140.384530,4.102160,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092146+025226,140.445744,2.874078,-99.000,-99.000,0.82,-99.00,-99.,21.02,-99.00,GG,VYCN,C,"SuGOHI6 SuGOHI10"
092157+034312,140.489841,3.720080,0.265,-99.000,-99.00,-99.00,-99.,17.09,24.20,GG,YV,C,"SuGOHI1 SuGOHI6"
092214+013459,140.561800,1.583100,-99.000,-99.000,0.66,-99.00,-99.,20.09,24.07,GG,VCN,C,"SuGOHI5 SuGOHI10"
092223-005137,140.597860,-0.860310,-99.000,-99.000,0.49,-99.00,-99.,-99.,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
092240-002037,140.668280,-0.343660,-99.000,-99.000,1.06,-99.00,-99.,21.62,-99.00,GG,VY,C,SuGOHI6
092247-003431,140.696027,-0.575415,-99.000,-99.000,0.71,-99.00,-99.,19.76,-99.00,GG,V,C,SuGOHI6
092309+010713,140.789559,1.120504,0.502,-99.000,-99.00,-99.00,-99.,18.02,21.32,GG,Y,C,SuGOHI1
092310+031630,140.793392,3.275257,0.680,-99.000,-99.00,-99.00,-99.,19.63,21.48,GG,Y,C,SuGOHI1
092312-010454,140.802003,-1.081942,-99.000,-99.000,0.41,-99.00,-99.,19.77,-99.00,GG,V,C,SuGOHI6
092322-001806,140.842869,-0.301780,-99.000,-99.000,0.72,-99.00,-99.,19.55,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
092329+031952,140.871734,3.331244,-99.000,-99.000,0.61,-99.00,-99.,18.73,-99.00,GG,VY,C,SuGOHI6
092330-011716,140.876297,-1.287830,-99.000,-99.000,0.26,-99.00,-99.,17.42,-99.00,GG,V,C,SuGOHI6
092331-012210,140.882862,-1.369707,0.357,-99.000,-99.00,-99.00,-99.,17.40,22.32,GG,YV,C,"SuGOHI1 SuGOHI6"
092334-005629,140.895401,-0.941395,0.523,-99.000,-99.00,-99.00,-99.,19.49,-99.00,GG,EVYCN,C,"SuGOHI1 SuGOHI6 SuGOHI10"
092357+045402,140.990710,4.900750,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092425+004312,141.105330,0.720170,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092442-013606,141.178850,-1.601920,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092445+025204,141.190058,2.867813,-99.000,-99.000,0.76,-99.00,-99.,20.64,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
092449+040127,141.206784,4.024381,-99.000,-99.000,0.57,-99.00,-99.,18.32,-99.00,GG,VY,C,SuGOHI6
092454+003913,141.227450,0.653685,0.380,-99.000,-99.00,-99.00,-99.,17.88,25.13,GG,YCN,C,"SuGOHI1 SuGOHI10"
092507-013124,141.283010,-1.523420,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
092513+042424,141.307142,4.406775,-99.000,-99.000,0.32,-99.00,-99.,18.43,-99.00,GG,V,C,SuGOHI6
092541-010623,141.423031,-1.106472,0.439,-99.000,-99.00,-99.00,-99.,18.76,22.92,GG,Y,C,SuGOHI1
092546-013956,141.443940,-1.665660,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092552+012502,141.469710,1.417386,0.501,-99.000,-99.00,-99.00,-99.,18.96,23.85,GG,Y,C,SuGOHI2
092555+011219,141.482340,1.205370,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092643-004539,141.680480,-0.760900,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092656-020226,141.733680,-2.040690,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092714-002250,141.811790,-0.380678,0.437,-99.000,-99.00,-99.00,-99.,18.29,23.72,GG,Y,C,SuGOHI2
092721-001748,141.839300,-0.296830,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092724-002037,141.853980,-0.343770,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092742-014637,141.928700,-1.777120,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092744-021137,141.935370,-2.193880,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092752-014440,141.970180,-1.744475,0.637,-99.000,-99.00,-99.00,-99.,19.64,21.99,GG,Y,C,SuGOHI2
092802-015242,142.011750,-1.878520,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092803-000631,142.016580,-0.108800,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092816-001822,142.066980,-0.306140,-99.000,-99.000,0.59,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092830-011231,142.125430,-1.208870,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
092832+000028,142.136200,0.007850,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
